FeatureIndex_1,FeatureIndex_2,FeatureIndex_3,FeatureIndex_4,FeatureIndex_5,FeatureIndex_6,FeatureIndex_7,FeatureIndex_8,FeatureIndex_9,FeatureIndex_10,FeatureIndex_11,FeatureIndex_12,FeatureIndex_13,FeatureIndex_14,FeatureIndex_15,FeatureIndex_16,FeatureIndex_17,FeatureIndex_18,FeatureIndex_19,FeatureIndex_20,FeatureIndex_21,FeatureIndex_22,FeatureIndex_23,FeatureIndex_24,FeatureIndex_25,FeatureIndex_26,FeatureIndex_27,FeatureIndex_28,FeatureIndex_29,FeatureIndex_30,FeatureIndex_31,FeatureIndex_32,FeatureIndex_33,FeatureIndex_34,FeatureIndex_35,FeatureIndex_36,FeatureIndex_37,FeatureIndex_38,FeatureIndex_39,FeatureIndex_40,FeatureIndex_41,FeatureIndex_42,FeatureIndex_43,FeatureIndex_44,FeatureIndex_45,FeatureIndex_46,FeatureIndex_47,FeatureIndex_48,FeatureIndex_49,FeatureIndex_50,FeatureIndex_51,FeatureIndex_52,FeatureIndex_53,FeatureIndex_54,FeatureIndex_55,FeatureIndex_56,FeatureIndex_57,FeatureIndex_58,FeatureIndex_59,FeatureIndex_60,FeatureIndex_61,FeatureIndex_62,FeatureIndex_63,FeatureIndex_64,TransientName
13,21,21,13,18,18,13,23,10,1,23,16,11,21,12,12,13,18,21,2,20,13,1,18,18,18,23,10,22,20,12,13,20,14,20,23,10,3,20,20,14,14,13,21,1,14,18,13,21,21,23,20,13,21,13,13,14,13,13,14,12,20,21,23,PSc160227
2,11,1,2,11,2,2,2,11,2,2,2,2,2,19,23,2,1,2,8,8,8,19,2,11,19,8,7,4,19,2,11,2,19,2,5,7,11,11,2,23,1,2,8,8,11,16,2,2,19,2,1,2,11,21,2,2,2,2,2,2,2,23,11,SN2016alt
8,8,8,8,8,8,8,2,8,8,8,6,8,8,6,8,9,8,8,2,6,8,6,8,10,9,8,10,10,8,6,8,4,16,8,11,10,2,6,8,2,8,6,8,8,8,8,8,6,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,SN2019bow
18,13,20,13,23,18,14,18,13,21,12,11,3,18,21,18,12,3,5,18,3,12,20,18,20,13,23,22,22,13,11,14,21,13,1,10,22,1,18,20,13,21,20,23,23,5,13,14,14,21,5,21,20,13,18,14,14,14,21,13,14,14,13,20,SDSS-IISN20857
4,20,19,15,20,3,6,8,20,10,18,18,11,21,12,8,17,7,10,7,18,19,12,19,12,21,4,4,4,16,18,11,5,19,23,4,4,4,17,18,2,19,19,1,10,10,10,7,8,6,19,19,19,11,12,18,8,6,9,6,6,5,6,0,SN2018any
10,17,12,21,18,3,4,10,21,14,14,14,23,21,5,3,17,18,10,15,13,14,1,14,14,14,5,4,4,3,23,14,18,18,5,12,7,1,22,14,21,12,20,2,3,5,23,1,21,14,14,12,3,11,20,3,12,13,23,20,12,20,14,11,SDSS-IISN19768
23,1,2,23,2,2,11,2,2,2,1,19,2,8,8,23,2,23,8,16,2,16,18,8,23,2,2,22,16,7,4,2,23,2,2,23,22,8,2,2,1,1,8,1,23,2,2,2,23,2,11,1,1,2,2,23,2,23,2,2,2,19,2,2,PTF11alg
12,12,12,16,20,18,18,1,12,12,18,23,19,3,20,12,12,11,18,15,10,13,2,2,12,18,15,22,22,13,11,23,13,13,15,4,22,1,23,13,15,15,15,15,0,3,12,19,12,14,14,3,14,11,11,18,3,18,18,23,11,23,3,5,SDSS-IISN11334
1,18,18,23,23,14,14,11,12,12,11,11,13,23,23,14,18,19,14,3,3,18,11,13,18,18,5,18,11,14,21,18,12,14,18,3,18,13,10,10,21,23,23,14,21,21,14,10,10,18,3,23,21,12,13,10,21,17,21,17,7,7,10,10,SN2006au
3,18,14,10,3,23,13,18,18,21,1,17,21,11,16,14,12,20,2,18,7,1,21,3,18,14,1,7,22,2,20,11,11,18,19,7,22,5,14,14,14,14,1,7,22,19,23,18,3,23,13,13,14,23,11,18,21,14,21,5,12,23,18,18,SN2019eiq
8,0,8,8,8,8,8,2,2,8,8,8,8,8,8,8,8,8,8,0,8,8,6,2,8,8,6,7,7,8,6,8,8,8,8,23,22,8,8,8,2,8,8,8,8,8,6,2,8,6,8,2,8,8,8,2,2,8,8,8,8,8,8,8,PSc450107
2,2,2,2,2,8,8,1,2,8,8,19,8,6,8,2,8,1,10,12,10,18,2,8,11,4,7,4,4,4,7,11,11,7,7,4,4,4,7,23,2,19,12,12,7,17,11,1,1,2,8,2,19,19,2,2,2,1,2,2,2,2,8,2,SN2019prt
10,14,20,18,11,20,14,3,1,13,18,12,3,13,11,20,14,13,13,17,21,23,23,13,11,3,14,4,22,10,23,11,12,3,13,7,4,14,20,14,13,11,23,11,3,3,3,14,18,18,14,13,18,3,20,12,3,18,18,1,12,11,23,18,PSc070020
5,11,5,15,10,13,0,23,5,11,19,5,4,21,19,5,20,11,19,18,4,3,19,5,23,5,15,22,22,3,5,20,3,5,19,22,4,1,20,11,18,5,1,7,7,19,1,5,11,5,5,7,13,19,20,5,13,5,11,7,20,5,5,20,PSc510251
0,15,7,21,18,11,9,9,15,3,17,13,10,17,19,9,15,3,17,4,10,10,20,9,6,15,17,4,4,16,11,9,15,15,17,4,4,16,20,6,9,13,20,4,7,18,17,9,9,20,15,7,7,13,3,0,9,0,15,10,17,20,1,6,SN2019pqo
18,18,14,13,11,23,21,18,14,5,23,18,11,18,13,18,18,21,3,18,18,21,18,18,12,13,3,7,7,19,21,13,16,14,18,17,4,18,18,14,18,13,14,5,18,12,3,14,21,14,14,18,14,14,18,23,20,18,20,13,14,12,12,13,SN2008am
14,13,21,3,21,18,21,21,14,20,14,14,21,13,18,20,12,14,18,3,23,13,11,18,21,18,23,4,4,18,14,21,13,18,20,7,7,18,23,11,5,13,18,11,11,3,13,2,18,20,18,18,14,13,20,12,13,13,23,3,3,13,20,21,SN2019xg
19,19,14,23,3,3,2,15,19,10,14,21,21,21,21,19,13,21,18,10,21,14,10,3,21,21,18,22,22,21,18,3,13,21,21,10,22,10,18,3,21,13,13,10,10,3,10,5,5,14,18,3,11,18,12,2,8,2,18,14,1,14,11,19,SN2018jsx
0,13,12,0,20,1,6,6,0,21,10,1,3,3,19,9,0,3,3,21,13,15,19,9,0,0,3,4,4,1,15,0,9,20,1,22,4,3,15,15,9,5,6,23,21,13,13,0,9,0,0,0,0,13,21,6,9,9,6,0,0,1,14,0,SN2008bv
14,14,13,14,20,3,18,16,3,13,14,11,18,21,23,13,18,13,10,13,18,13,12,3,5,21,18,22,22,14,20,13,20,18,5,21,7,14,20,12,21,20,3,18,13,23,18,11,3,12,18,14,23,11,11,11,18,14,3,21,14,13,21,14,SDSS-IISN17976
11,14,1,21,14,11,3,11,11,18,14,10,13,23,16,3,11,19,13,22,10,14,22,5,18,23,21,22,22,13,19,21,1,14,22,7,22,22,3,11,20,11,2,21,22,14,21,11,23,20,3,13,10,13,2,13,13,10,3,20,18,14,20,23,SNF20080703-002
9,9,5,20,0,15,21,9,9,19,21,12,10,1,12,15,9,7,3,7,7,11,13,13,12,7,5,4,4,18,3,1,15,7,5,7,4,18,7,12,20,10,15,7,10,20,4,15,1,21,0,5,21,12,1,9,6,13,0,0,0,8,6,9,iPTF13czt
6,6,6,6,9,6,6,8,6,6,6,8,8,8,6,6,6,8,8,1,19,19,8,0,0,8,11,4,4,11,0,6,0,8,19,1,4,11,8,0,6,8,1,2,19,1,8,6,6,6,6,8,8,6,6,8,8,6,6,6,6,6,6,8,SN2019llt
6,6,6,6,6,6,9,6,6,6,9,9,9,9,9,6,6,19,11,8,9,9,6,6,9,9,1,21,18,9,9,6,6,9,9,8,18,18,9,6,6,6,9,9,9,8,6,6,6,9,9,8,4,9,9,8,6,9,9,19,4,23,9,6,SN2019uaf
11,11,20,19,3,5,20,20,11,5,11,5,15,0,20,1,20,19,11,20,5,5,15,11,11,5,12,4,4,5,12,1,22,19,11,12,4,11,20,5,11,5,5,5,5,5,15,5,5,3,5,5,5,19,5,20,20,5,3,20,11,3,11,12,SDSS-IISN15807
11,1,3,11,13,5,21,13,3,23,17,14,14,13,12,11,13,13,21,10,1,14,10,5,4,3,10,22,22,21,21,20,13,12,14,21,22,4,14,5,18,3,14,14,12,14,11,18,13,2,23,18,11,11,13,18,1,11,18,23,11,11,20,20,SN2019wzy
13,14,10,18,3,13,13,11,14,23,5,12,20,18,14,13,21,13,13,1,23,23,14,14,14,3,18,21,7,5,16,5,14,21,11,18,14,18,13,13,17,14,20,5,18,13,14,14,21,12,20,12,18,14,16,18,14,14,21,12,13,14,14,21,MASTEROTJ152333.04+092125.6
11,19,2,2,19,2,11,11,19,19,19,11,19,19,2,19,5,5,0,18,11,8,19,5,11,2,20,4,4,5,19,5,5,19,19,7,4,11,2,19,5,2,5,19,11,19,19,11,2,19,19,2,19,2,8,11,11,11,5,19,5,11,11,11,SDSS-IISN6614
2,19,5,5,8,2,19,0,0,11,23,12,12,20,11,1,11,17,12,19,19,21,11,1,20,18,16,4,4,10,21,20,3,12,21,17,4,12,10,20,20,19,18,11,11,20,12,5,12,2,1,20,12,12,11,2,6,19,8,8,2,0,0,8,PTF12cdc
1,2,5,5,11,1,11,5,1,19,11,11,20,2,19,19,2,5,18,18,4,10,1,2,5,11,17,4,4,7,11,20,11,5,7,4,4,4,11,19,11,1,11,21,7,23,11,11,11,19,2,2,11,1,5,11,15,20,11,5,11,1,1,1,SN2019ywq
20,20,20,20,20,5,18,3,3,3,11,1,11,11,20,3,20,11,19,11,1,20,3,20,20,11,14,22,22,11,5,19,3,20,23,14,22,11,21,22,3,20,5,11,1,18,10,4,20,1,20,19,3,5,5,16,5,18,20,13,3,20,19,20,SDSS-IISN15813
1,1,17,7,13,5,8,6,1,13,21,11,18,21,21,9,13,3,16,16,7,16,21,23,3,23,10,22,22,21,7,1,0,23,10,7,4,16,21,14,19,3,1,14,16,18,7,18,8,21,13,23,10,16,14,3,9,8,3,3,16,0,0,1,ASASSN-13co
23,11,12,18,12,10,10,20,21,13,14,3,20,21,2,13,11,12,18,21,20,3,23,13,18,20,11,22,22,3,14,20,13,21,5,7,7,3,23,18,14,18,21,1,21,3,18,13,13,3,23,16,3,18,14,11,20,3,21,22,1,18,14,13,DES17S2byx
18,21,23,14,14,20,18,3,14,18,14,21,11,21,14,12,21,18,11,23,3,13,18,13,18,13,14,22,22,3,11,14,21,18,18,14,22,20,13,13,18,11,20,14,23,3,21,13,5,12,13,12,12,21,13,20,21,20,11,3,12,14,12,12,PSc530618
3,23,18,11,3,12,23,13,12,18,14,18,21,23,23,11,3,18,3,21,21,12,21,23,20,23,23,7,22,13,14,23,10,5,14,17,7,20,14,13,10,18,12,13,21,20,18,18,2,20,14,12,3,1,11,20,13,23,3,17,21,11,16,13,PSc151005
12,13,21,11,21,18,13,21,12,13,14,18,23,11,3,14,20,21,11,1,11,13,18,14,1,10,21,10,10,19,16,14,21,14,18,3,21,11,21,12,18,13,5,3,13,13,11,21,13,3,12,14,13,13,23,13,12,13,13,13,11,13,20,21,SDSS-IISN4017
20,20,2,11,5,11,19,12,20,5,20,5,15,5,2,12,20,5,15,1,3,19,20,5,20,5,23,22,22,13,19,3,11,20,5,14,7,1,5,5,3,5,15,18,19,11,11,5,12,11,5,20,19,15,5,20,20,1,20,18,11,20,3,20,SN2001kg
2,2,2,2,2,1,23,2,8,8,2,8,8,23,8,1,23,23,14,14,1,9,2,1,16,10,22,4,4,14,8,2,8,23,3,17,4,0,14,16,2,6,8,4,7,4,23,2,8,16,16,7,10,7,16,2,2,2,23,2,2,18,23,19,SN2018abm
6,6,6,6,0,6,6,8,8,6,6,8,8,6,6,6,6,6,0,19,1,19,6,6,6,6,19,7,4,19,6,6,8,6,19,19,12,11,6,6,6,6,6,7,7,19,6,6,8,9,2,22,4,8,6,6,8,6,6,18,8,6,6,8,SN2006nz
9,9,9,9,9,6,6,6,6,6,6,8,8,8,8,6,23,19,1,1,23,2,2,6,13,3,23,22,4,14,23,3,1,19,14,3,4,23,23,1,0,0,3,3,1,1,1,6,6,6,6,6,6,9,9,0,19,9,6,6,6,9,6,0,SN2019yc
9,20,9,21,13,13,1,9,6,1,18,21,2,0,1,1,6,0,18,17,10,18,6,6,6,3,12,4,4,17,1,9,6,13,20,7,4,17,3,19,0,13,5,12,21,21,0,15,6,3,12,3,21,21,9,0,9,1,12,12,12,0,9,0,SN2016hkn
9,9,9,9,9,9,9,9,9,9,6,6,6,9,6,9,0,20,3,20,20,20,20,0,3,21,10,4,4,10,13,3,0,1,0,3,4,8,8,6,6,20,18,3,5,13,3,0,9,6,9,6,6,6,6,9,9,9,9,9,9,9,9,9,SN2018hjx
18,18,21,21,18,21,18,12,18,21,20,18,21,12,14,16,21,12,11,20,12,18,18,18,14,12,12,10,10,18,14,18,21,12,21,18,7,18,12,13,21,10,20,20,21,13,18,18,13,13,13,12,18,21,21,14,17,12,13,16,13,12,21,18,SN2008cr
13,18,21,21,3,18,13,23,13,20,18,18,14,12,14,11,14,18,13,23,14,11,14,21,11,12,1,10,22,5,18,21,12,18,12,3,21,3,12,3,20,18,18,3,11,13,13,21,12,14,13,13,12,23,21,18,3,13,14,3,14,13,13,18,SN2006ma
23,1,2,3,13,11,2,5,3,14,14,14,13,12,1,3,14,21,21,17,21,10,10,21,21,10,10,7,22,12,12,18,13,13,12,17,7,17,7,3,14,3,11,18,10,21,17,14,2,23,3,3,23,3,23,14,8,2,1,2,2,14,1,5,SN2016fff
21,12,14,12,14,12,12,21,13,21,12,21,12,12,12,18,13,17,3,3,21,20,12,18,12,21,20,10,7,11,21,18,10,13,18,21,21,3,18,18,3,21,3,18,16,12,21,20,12,21,12,18,20,14,20,18,18,13,21,18,14,12,21,18,SN2008ba
3,14,23,21,21,20,14,20,13,18,11,21,20,18,7,12,13,3,11,5,18,20,14,13,12,18,18,22,22,22,3,21,13,3,16,10,7,23,12,18,3,18,20,3,5,11,20,21,14,20,23,3,23,21,3,11,11,20,14,20,3,12,18,23,SN2006lr
5,11,5,5,19,5,19,5,19,19,19,19,0,19,19,5,5,5,0,11,11,19,19,19,19,19,11,4,4,11,19,5,5,19,5,18,4,11,19,11,5,2,0,19,11,0,19,19,5,19,19,19,19,19,19,19,5,11,5,5,5,5,19,11,SDSS738-52521-360
19,6,2,0,0,0,0,19,19,19,23,19,19,19,0,0,19,19,6,21,7,19,0,0,19,0,1,4,4,21,0,19,0,0,11,4,4,18,0,0,19,0,0,14,21,0,0,19,8,0,0,19,19,19,0,19,19,19,19,0,0,19,19,19,SN2017ux
23,20,3,14,18,14,23,14,23,13,13,23,21,1,14,3,12,2,13,19,3,23,18,14,21,18,19,12,10,12,13,13,18,3,14,12,12,20,3,17,14,3,21,23,14,18,20,4,12,3,3,23,14,20,20,4,20,18,3,12,18,21,13,7,PSc460013
9,9,9,9,9,6,9,9,9,9,9,0,19,20,8,9,9,9,6,12,20,5,0,9,9,9,5,4,4,20,6,9,9,6,5,7,4,20,9,9,9,0,5,13,20,6,9,9,9,0,11,19,6,9,9,9,9,9,9,6,6,9,9,9,SN2018hhp
5,2,11,19,19,23,2,11,2,1,11,5,19,19,19,0,5,19,0,8,14,10,12,4,11,15,23,4,4,4,17,12,23,20,10,4,7,13,8,19,20,20,7,3,6,2,5,11,11,19,19,8,11,5,19,19,11,11,2,11,5,11,1,11,SNF20080725-000
9,9,15,15,20,17,17,12,21,12,20,23,16,2,23,11,15,19,23,23,16,7,7,18,16,23,16,22,22,10,21,18,23,10,16,7,4,10,10,7,23,7,10,10,10,12,12,0,14,21,10,14,16,23,1,15,1,3,0,6,5,0,9,9,SN2008az
10,8,3,16,4,16,10,19,8,12,13,5,10,20,14,3,8,21,3,10,14,10,16,1,2,21,14,4,22,18,21,20,11,17,14,7,4,10,14,2,23,10,21,21,10,13,3,23,11,17,13,13,13,14,1,1,19,5,13,13,13,19,8,2,LSQ15st
9,9,9,9,6,9,9,9,9,9,9,9,9,9,19,19,9,9,9,9,2,18,21,6,9,9,6,4,4,7,0,9,9,8,10,10,4,8,9,9,0,21,18,19,9,9,9,9,0,2,6,9,9,9,9,9,6,9,9,9,9,9,9,9,ASASSN-14dz
13,13,11,18,16,14,17,11,14,13,12,13,14,21,12,14,20,18,3,23,14,23,11,18,14,14,14,14,7,18,20,18,20,21,21,20,17,14,23,18,12,3,18,3,14,14,11,13,18,21,14,12,13,20,14,14,3,13,13,12,14,3,21,3,SDSS-IISN15185
8,0,8,0,0,8,6,8,8,9,6,6,6,6,0,6,19,0,19,0,19,19,19,0,19,18,13,4,4,21,17,20,19,12,21,12,4,21,20,19,8,5,19,0,19,0,6,8,8,6,8,0,0,6,0,19,8,6,6,0,19,0,6,0,PTF10yux
19,18,21,14,10,3,0,19,5,14,12,18,21,21,5,0,23,13,14,10,4,21,14,19,5,3,21,4,4,21,10,1,19,11,21,22,4,21,7,1,1,1,3,22,7,12,10,23,1,1,1,21,10,14,18,1,0,1,19,0,3,14,13,19,SN2019ywf
21,20,13,20,18,14,18,14,18,14,18,3,18,13,23,18,12,14,11,18,21,18,3,18,12,3,21,22,22,16,11,21,14,20,14,10,7,18,5,18,21,14,3,1,20,18,13,18,20,11,21,14,12,13,3,20,13,14,13,20,20,13,13,18,PSc530630
6,6,9,9,6,8,19,1,9,9,8,2,21,21,16,18,9,8,18,21,7,10,10,18,19,21,10,4,4,7,7,18,3,10,10,7,4,7,18,8,13,14,16,10,10,11,19,9,13,14,18,18,8,0,6,6,1,0,8,9,6,0,0,8,SN2016cyw
20,14,5,13,13,13,13,13,13,23,21,3,14,11,13,12,13,21,20,18,11,3,11,14,20,18,3,7,7,1,13,3,12,21,5,12,4,18,21,13,12,18,21,11,23,11,14,23,23,20,18,18,14,12,3,18,14,13,10,13,23,21,14,11,SN2001io
8,23,3,3,23,1,23,23,23,1,21,17,10,21,0,1,1,1,7,1,7,22,7,14,23,23,1,4,4,22,17,10,3,18,21,4,22,12,3,19,23,14,13,4,21,17,10,14,1,11,3,12,21,7,21,13,1,2,2,1,11,23,11,23,SN2019bak
19,5,5,5,5,19,2,19,5,5,19,19,19,2,22,11,5,5,11,20,19,8,2,15,5,15,18,4,4,19,19,5,5,19,19,18,4,16,5,19,5,5,5,19,11,5,5,5,5,19,5,5,15,15,5,5,11,5,20,11,5,20,19,20,SDSS-IISN20658
17,17,6,6,6,6,6,0,7,4,7,20,0,0,0,6,12,7,10,7,18,6,0,6,15,17,7,4,4,21,19,6,6,20,17,10,4,7,17,6,6,0,0,18,10,7,4,17,0,0,0,15,20,10,7,7,6,0,6,6,6,0,20,12,SN2012ha
23,11,2,2,23,11,2,23,23,2,2,14,1,2,11,2,11,2,21,4,21,0,23,11,3,8,17,4,22,14,2,2,3,2,19,7,4,21,2,23,11,11,2,1,14,3,11,11,2,11,11,2,23,19,23,2,23,11,2,11,2,23,19,23,SN2018abz
3,1,18,1,18,3,18,3,3,11,3,11,11,11,11,3,13,10,10,10,10,18,2,3,14,10,10,22,22,22,10,11,14,10,10,22,22,10,21,23,3,3,18,21,10,14,23,14,18,1,13,3,11,14,18,11,3,3,11,3,23,3,23,13,LSQ14aqn
19,19,11,5,1,19,0,19,8,5,5,20,20,20,20,19,20,20,5,17,7,17,20,0,19,20,17,4,4,17,11,19,19,5,17,4,4,17,11,19,2,5,20,18,17,20,18,5,19,19,21,19,18,12,20,8,19,19,5,20,5,15,20,19,SN2019nuc
8,6,6,2,6,6,6,8,8,6,19,1,0,8,9,6,6,8,19,18,18,19,6,8,8,6,13,4,4,11,6,6,8,6,20,7,4,21,8,6,6,6,8,5,10,19,6,8,8,6,8,2,8,8,8,8,8,6,6,0,6,0,6,6,SN2012ie
0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,19,19,19,21,13,5,19,0,0,15,3,4,4,13,19,0,0,19,5,7,4,3,0,0,19,0,19,3,3,1,19,0,6,0,19,19,5,15,0,0,19,0,5,0,19,19,0,19,LSQ12evo
2,2,11,19,2,19,19,11,23,0,19,19,19,19,8,8,2,19,10,12,11,11,8,21,2,5,4,4,4,23,17,4,19,19,7,17,4,4,5,5,11,8,5,12,10,18,11,19,19,19,19,11,11,5,11,19,5,2,19,8,19,5,8,19,PS1-10lv
19,19,0,19,19,19,0,19,19,19,1,19,0,0,19,19,0,0,6,0,1,8,0,0,5,18,10,4,4,7,10,3,5,17,21,7,4,21,19,19,19,8,8,1,19,6,8,0,0,19,19,19,8,0,19,19,19,19,0,0,19,19,19,19,SN2001kp
19,5,5,20,5,8,19,19,20,12,5,20,12,20,6,11,21,5,5,10,17,5,18,19,12,20,18,4,4,17,13,19,5,17,5,4,4,10,5,19,0,15,12,12,7,12,20,0,20,0,15,12,20,5,11,8,20,2,5,2,8,5,19,11,SDSS-IISN13286
21,21,12,21,13,12,21,21,21,21,21,13,12,18,18,21,12,18,18,23,21,18,12,20,12,18,11,7,10,18,12,18,18,13,20,21,10,18,20,12,3,21,12,20,21,12,21,17,21,4,10,18,21,12,14,14,14,21,23,14,14,23,23,14,MENeaCSAbell1650-9-13-0
6,0,6,6,6,6,0,6,6,15,0,15,15,0,0,6,6,15,15,18,1,19,15,6,6,15,5,4,4,19,15,6,6,15,19,21,4,3,15,6,6,0,0,1,14,0,0,9,6,15,0,0,15,0,15,6,6,6,6,6,6,6,6,6,SNF20080322-004
20,18,5,12,2,12,4,20,20,5,11,11,5,5,4,11,11,20,5,15,3,19,5,20,11,5,19,12,10,5,5,20,23,23,0,17,13,11,11,12,13,11,3,19,11,1,1,20,20,5,5,1,5,20,23,20,20,20,3,20,18,5,5,18,SDSS-IISN9269
14,23,18,20,12,21,20,21,14,3,14,14,21,13,20,14,21,14,12,19,5,14,3,18,14,13,3,10,7,11,23,21,18,14,23,11,13,12,18,18,14,3,3,20,20,23,11,14,18,14,14,20,12,11,12,18,14,14,18,12,13,14,12,12,SN2006mv
6,9,9,8,15,21,6,9,17,10,8,1,12,0,13,13,5,10,7,10,12,10,0,17,17,21,4,4,4,10,20,7,12,4,18,22,10,14,17,7,9,6,7,23,8,7,12,17,20,3,15,15,15,17,20,12,9,9,6,5,10,6,6,9,SN2008ce
18,21,20,13,13,12,3,14,18,18,12,3,21,3,21,21,20,13,11,11,23,23,3,13,21,11,5,7,22,23,14,14,11,13,12,11,4,11,20,13,18,21,5,11,23,13,18,13,3,18,14,14,13,20,18,18,12,21,14,11,13,12,11,10,SDSS-IISN17786
5,5,5,5,5,20,19,20,5,5,5,11,11,20,19,19,20,20,3,20,12,19,4,16,1,15,11,22,22,11,16,16,20,5,11,23,4,11,5,19,5,5,1,20,11,11,5,11,20,19,5,5,5,19,15,20,18,5,2,20,20,20,5,20,SN2006nm
8,8,1,1,0,0,0,1,3,0,6,6,8,8,8,0,7,7,10,21,19,6,0,0,21,7,4,4,4,10,1,0,6,0,3,10,4,4,4,17,8,8,8,0,20,17,17,7,1,0,8,1,8,6,0,3,19,0,6,1,8,8,6,0,SN2018jqp
2,2,2,2,19,2,2,2,2,8,2,2,2,2,8,2,2,19,2,1,1,19,8,2,2,2,1,4,4,1,19,19,2,19,1,21,7,1,2,19,2,0,2,2,19,1,8,23,2,19,19,8,1,19,8,19,2,11,14,0,2,2,19,2,SN2009jj
2,23,11,11,2,2,16,16,2,2,2,2,2,11,8,23,11,2,8,1,3,9,2,2,11,2,19,4,22,10,8,11,23,2,19,7,7,3,2,11,2,11,2,2,1,2,2,11,11,2,23,2,19,2,11,2,2,23,19,11,23,19,23,2,SDSS1605-53062-528
23,19,11,3,23,13,23,3,8,23,3,21,21,21,3,3,3,23,3,22,10,21,14,20,18,10,13,4,22,10,17,3,5,17,13,7,22,4,12,21,2,13,21,21,7,21,3,10,11,3,21,10,21,18,3,5,23,2,11,19,13,11,2,11,SN2007dy
14,21,18,12,14,18,11,21,21,16,11,12,23,21,13,13,13,21,21,5,11,21,21,18,16,14,11,10,7,18,18,13,13,18,17,17,13,18,14,21,18,13,5,11,20,18,13,21,14,21,18,13,18,17,18,14,21,21,14,3,12,3,21,14,PSc120039
2,18,13,23,18,23,11,11,3,3,1,20,5,18,18,11,13,3,23,22,10,12,14,23,20,3,10,22,22,4,13,1,11,21,7,4,4,7,13,20,14,12,18,7,7,21,2,18,1,3,3,3,12,3,2,13,3,20,3,20,14,3,20,11,SN2007gb
0,0,15,6,6,6,9,9,0,0,18,12,5,5,6,18,6,12,3,10,18,5,1,6,6,20,3,4,4,11,1,6,6,5,5,7,4,18,11,6,6,0,5,12,10,7,18,9,6,0,15,15,20,12,5,0,9,6,0,6,6,0,0,0,SN2009iq
14,18,12,18,12,20,14,14,13,14,2,3,13,3,14,21,14,23,20,20,16,20,14,20,20,14,11,17,4,12,14,18,20,13,18,20,17,14,11,13,13,13,13,18,23,11,11,13,21,13,14,12,23,21,21,13,18,21,21,21,16,14,18,11,PTF12bod
9,6,6,6,0,0,6,6,6,6,6,19,3,11,19,6,6,0,0,20,17,20,19,6,6,0,5,4,4,12,19,6,6,0,20,10,4,20,19,6,6,19,11,13,13,0,19,6,6,19,1,1,1,19,19,9,9,6,6,0,0,6,6,9,SN2019tiz
21,21,18,18,21,21,14,18,13,12,18,18,18,13,12,20,23,13,12,18,14,18,18,16,14,14,11,21,7,18,13,12,21,12,11,20,21,12,14,12,16,18,13,13,14,14,20,14,14,21,18,21,13,18,21,13,12,20,12,20,21,18,14,12,SDSS-IISN15768
0,0,6,0,0,0,6,19,8,0,6,19,5,0,0,8,19,6,0,15,20,5,0,0,6,0,15,7,4,15,0,0,15,9,15,12,17,0,0,0,4,7,0,12,5,0,6,0,17,6,0,5,0,6,0,0,6,6,19,0,6,0,0,19,iPTF14ibp
18,12,12,18,21,12,21,12,17,14,11,21,18,20,18,18,18,21,14,23,18,18,20,10,12,18,13,7,10,18,13,18,20,21,21,12,10,13,13,21,21,18,14,23,20,14,13,12,20,13,18,20,12,21,21,18,18,21,16,12,21,12,11,17,SN2013cq
18,14,18,23,12,13,3,3,11,20,3,14,14,18,14,18,13,18,13,21,21,13,2,3,3,23,21,7,7,10,12,14,14,12,20,17,7,12,20,13,23,23,1,18,21,20,13,3,20,18,14,12,18,11,11,11,14,11,14,13,3,20,14,14,SN2018bsq
4,7,16,18,20,21,6,15,22,7,4,2,17,13,15,15,4,10,10,2,18,14,1,3,4,16,16,18,10,8,6,0,4,16,18,12,10,9,21,9,4,7,16,11,1,15,12,9,4,7,16,20,1,9,15,15,22,16,18,18,1,6,15,15,SN2013bu
11,5,20,20,20,5,3,20,3,20,23,0,1,5,5,19,3,11,0,17,7,5,5,18,18,19,5,4,4,17,1,5,20,1,20,4,4,1,19,18,20,20,15,17,3,22,21,19,20,23,3,5,19,10,2,11,11,5,13,2,20,2,11,18,SN2017cir
20,20,5,20,5,1,20,20,11,5,20,3,5,1,5,20,13,11,11,18,2,11,11,5,2,11,23,7,4,18,20,11,3,20,23,7,4,10,11,5,20,5,5,2,18,5,5,5,3,11,20,19,5,19,12,11,13,5,13,12,20,3,19,12,SN2013an
13,5,13,5,6,0,6,6,6,0,3,13,21,0,20,6,3,20,3,12,14,20,5,5,12,15,20,4,4,3,3,0,0,15,20,21,4,13,3,0,6,5,20,12,21,1,1,1,6,19,0,12,21,5,6,15,6,9,6,9,5,21,13,13,SN2016bsc
6,6,6,6,6,6,6,8,0,6,0,0,6,0,0,6,6,19,6,0,12,20,15,0,20,1,3,4,4,4,12,15,20,15,20,7,4,17,15,20,0,15,4,4,20,15,20,6,6,20,17,0,9,6,6,6,0,19,9,6,6,6,6,0,SN2019vpz
14,23,18,12,13,23,13,18,14,23,13,13,13,23,14,14,3,14,3,12,7,14,23,3,23,18,20,4,7,21,3,23,23,14,20,4,4,12,3,13,16,12,20,17,12,18,3,18,3,20,12,14,13,13,23,18,3,12,13,12,18,14,14,13,SN2019zev
